file_path,audio_file_name,emotion,intensity,statement,repetition,actor_id
/content/audio_speech_actors_01-24/Actor_10/03-01-04-02-01-02-10.wav,03-01-04-02-01-02-10.wav,4,2,1,2,10
/content/audio_speech_actors_01-24/Actor_10/03-01-07-01-01-01-10.wav,03-01-07-01-01-01-10.wav,7,1,1,1,10
/content/audio_speech_actors_01-24/Actor_10/03-01-04-01-02-01-10.wav,03-01-04-01-02-01-10.wav,4,1,2,1,10
/content/audio_speech_actors_01-24/Actor_10/03-01-06-02-02-02-10.wav,03-01-06-02-02-02-10.wav,6,2,2,2,10
/content/audio_speech_actors_01-24/Actor_10/03-01-08-02-02-01-10.wav,03-01-08-02-02-01-10.wav,8,2,2,1,10
/content/audio_speech_actors_01-24/Actor_10/03-01-01-01-02-02-10.wav,03-01-01-01-02-02-10.wav,1,1,2,2,10
/content/audio_speech_actors_01-24/Actor_10/03-01-07-01-02-02-10.wav,03-01-07-01-02-02-10.wav,7,1,2,2,10
/content/audio_speech_actors_01-24/Actor_10/03-01-03-02-02-02-10.wav,03-01-03-02-02-02-10.wav,3,2,2,2,10
/content/audio_speech_actors_01-24/Actor_10/03-01-02-02-02-02-10.wav,03-01-02-02-02-02-10.wav,2,2,2,2,10
/content/audio_speech_actors_01-24/Actor_10/03-01-07-02-02-02-10.wav,03-01-07-02-02-02-10.wav,7,2,2,2,10
/content/audio_speech_actors_01-24/Actor_10/03-01-08-02-01-01-10.wav,03-01-08-02-01-01-10.wav,8,2,1,1,10
/content/audio_speech_actors_01-24/Actor_10/03-01-02-02-01-01-10.wav,03-01-02-02-01-01-10.wav,2,2,1,1,10
/content/audio_speech_actors_01-24/Actor_10/03-01-08-01-01-01-10.wav,03-01-08-01-01-01-10.wav,8,1,1,1,10
/content/audio_speech_actors_01-24/Actor_10/03-01-06-02-02-01-10.wav,03-01-06-02-02-01-10.wav,6,2,2,1,10
/content/audio_speech_actors_01-24/Actor_10/03-01-02-01-01-01-10.wav,03-01-02-01-01-01-10.wav,2,1,1,1,10
/content/audio_speech_actors_01-24/Actor_10/03-01-03-01-02-02-10.wav,03-01-03-01-02-02-10.wav,3,1,2,2,10
/content/audio_speech_actors_01-24/Actor_10/03-01-02-01-02-01-10.wav,03-01-02-01-02-01-10.wav,2,1,2,1,10
/content/audio_speech_actors_01-24/Actor_10/03-01-04-01-01-02-10.wav,03-01-04-01-01-02-10.wav,4,1,1,2,10
/content/audio_speech_actors_01-24/Actor_10/03-01-05-01-02-02-10.wav,03-01-05-01-02-02-10.wav,5,1,2,2,10
/content/audio_speech_actors_01-24/Actor_10/03-01-03-02-01-01-10.wav,03-01-03-02-01-01-10.wav,3,2,1,1,10
/content/audio_speech_actors_01-24/Actor_10/03-01-05-02-01-01-10.wav,03-01-05-02-01-01-10.wav,5,2,1,1,10
/content/audio_speech_actors_01-24/Actor_10/03-01-05-02-01-02-10.wav,03-01-05-02-01-02-10.wav,5,2,1,2,10
/content/audio_speech_actors_01-24/Actor_10/03-01-04-01-01-01-10.wav,03-01-04-01-01-01-10.wav,4,1,1,1,10
/content/audio_speech_actors_01-24/Actor_10/03-01-08-02-02-02-10.wav,03-01-08-02-02-02-10.wav,8,2,2,2,10
/content/audio_speech_actors_01-24/Actor_10/03-01-05-01-02-01-10.wav,03-01-05-01-02-01-10.wav,5,1,2,1,10
/content/audio_speech_actors_01-24/Actor_10/03-01-07-02-01-02-10.wav,03-01-07-02-01-02-10.wav,7,2,1,2,10
/content/audio_speech_actors_01-24/Actor_10/03-01-06-02-01-02-10.wav,03-01-06-02-01-02-10.wav,6,2,1,2,10
/content/audio_speech_actors_01-24/Actor_10/03-01-05-01-01-01-10.wav,03-01-05-01-01-01-10.wav,5,1,1,1,10
/content/audio_speech_actors_01-24/Actor_10/03-01-07-02-02-01-10.wav,03-01-07-02-02-01-10.wav,7,2,2,1,10
/content/audio_speech_actors_01-24/Actor_10/03-01-05-02-02-02-10.wav,03-01-05-02-02-02-10.wav,5,2,2,2,10
/content/audio_speech_actors_01-24/Actor_10/03-01-08-01-02-02-10.wav,03-01-08-01-02-02-10.wav,8,1,2,2,10
/content/audio_speech_actors_01-24/Actor_10/03-01-06-01-02-01-10.wav,03-01-06-01-02-01-10.wav,6,1,2,1,10
/content/audio_speech_actors_01-24/Actor_10/03-01-03-02-01-02-10.wav,03-01-03-02-01-02-10.wav,3,2,1,2,10
/content/audio_speech_actors_01-24/Actor_10/03-01-02-01-02-02-10.wav,03-01-02-01-02-02-10.wav,2,1,2,2,10
/content/audio_speech_actors_01-24/Actor_10/03-01-06-01-01-02-10.wav,03-01-06-01-01-02-10.wav,6,1,1,2,10
/content/audio_speech_actors_01-24/Actor_10/03-01-02-02-01-02-10.wav,03-01-02-02-01-02-10.wav,2,2,1,2,10
/content/audio_speech_actors_01-24/Actor_10/03-01-04-02-02-01-10.wav,03-01-04-02-02-01-10.wav,4,2,2,1,10
/content/audio_speech_actors_01-24/Actor_03/03-01-02-01-02-01-03.wav,03-01-02-01-02-01-03.wav,2,1,2,1,3
/content/audio_speech_actors_01-24/Actor_03/03-01-04-01-02-01-03.wav,03-01-04-01-02-01-03.wav,4,1,2,1,3
/content/audio_speech_actors_01-24/Actor_03/03-01-06-01-02-02-03.wav,03-01-06-01-02-02-03.wav,6,1,2,2,3
/content/audio_speech_actors_01-24/Actor_03/03-01-06-02-01-01-03.wav,03-01-06-02-01-01-03.wav,6,2,1,1,3
/content/audio_speech_actors_01-24/Actor_03/03-01-01-01-01-01-03.wav,03-01-01-01-01-01-03.wav,1,1,1,1,3
/content/audio_speech_actors_01-24/Actor_03/03-01-05-02-01-02-03.wav,03-01-05-02-01-02-03.wav,5,2,1,2,3
/content/audio_speech_actors_01-24/Actor_03/03-01-03-01-01-02-03.wav,03-01-03-01-01-02-03.wav,3,1,1,2,3
/content/audio_speech_actors_01-24/Actor_03/03-01-03-02-02-01-03.wav,03-01-03-02-02-01-03.wav,3,2,2,1,3
/content/audio_speech_actors_01-24/Actor_03/03-01-07-01-01-02-03.wav,03-01-07-01-01-02-03.wav,7,1,1,2,3
/content/audio_speech_actors_01-24/Actor_03/03-01-02-02-02-02-03.wav,03-01-02-02-02-02-03.wav,2,2,2,2,3
/content/audio_speech_actors_01-24/Actor_03/03-01-08-01-02-02-03.wav,03-01-08-01-02-02-03.wav,8,1,2,2,3
/content/audio_speech_actors_01-24/Actor_03/03-01-08-02-01-02-03.wav,03-01-08-02-01-02-03.wav,8,2,1,2,3
/content/audio_speech_actors_01-24/Actor_03/03-01-06-01-01-01-03.wav,03-01-06-01-01-01-03.wav,6,1,1,1,3
/content/audio_speech_actors_01-24/Actor_03/03-01-07-02-02-02-03.wav,03-01-07-02-02-02-03.wav,7,2,2,2,3
/content/audio_speech_actors_01-24/Actor_03/03-01-04-01-01-02-03.wav,03-01-04-01-01-02-03.wav,4,1,1,2,3
/content/audio_speech_actors_01-24/Actor_03/03-01-05-01-01-01-03.wav,03-01-05-01-01-01-03.wav,5,1,1,1,3
/content/audio_speech_actors_01-24/Actor_03/03-01-07-01-02-02-03.wav,03-01-07-01-02-02-03.wav,7,1,2,2,3
/content/audio_speech_actors_01-24/Actor_03/03-01-05-02-02-02-03.wav,03-01-05-02-02-02-03.wav,5,2,2,2,3
/content/audio_speech_actors_01-24/Actor_03/03-01-02-01-01-02-03.wav,03-01-02-01-01-02-03.wav,2,1,1,2,3
/content/audio_speech_actors_01-24/Actor_03/03-01-03-01-02-01-03.wav,03-01-03-01-02-01-03.wav,3,1,2,1,3
/content/audio_speech_actors_01-24/Actor_03/03-01-06-02-02-02-03.wav,03-01-06-02-02-02-03.wav,6,2,2,2,3
/content/audio_speech_actors_01-24/Actor_03/03-01-01-01-02-02-03.wav,03-01-01-01-02-02-03.wav,1,1,2,2,3
/content/audio_speech_actors_01-24/Actor_03/03-01-08-01-02-01-03.wav,03-01-08-01-02-01-03.wav,8,1,2,1,3
/content/audio_speech_actors_01-24/Actor_03/03-01-06-01-02-01-03.wav,03-01-06-01-02-01-03.wav,6,1,2,1,3
/content/audio_speech_actors_01-24/Actor_03/03-01-08-02-02-02-03.wav,03-01-08-02-02-02-03.wav,8,2,2,2,3
/content/audio_speech_actors_01-24/Actor_03/03-01-07-02-01-02-03.wav,03-01-07-02-01-02-03.wav,7,2,1,2,3
/content/audio_speech_actors_01-24/Actor_03/03-01-08-01-01-02-03.wav,03-01-08-01-01-02-03.wav,8,1,1,2,3
/content/audio_speech_actors_01-24/Actor_03/03-01-03-01-02-02-03.wav,03-01-03-01-02-02-03.wav,3,1,2,2,3
/content/audio_speech_actors_01-24/Actor_03/03-01-02-01-01-01-03.wav,03-01-02-01-01-01-03.wav,2,1,1,1,3
/content/audio_speech_actors_01-24/Actor_03/03-01-07-01-02-01-03.wav,03-01-07-01-02-01-03.wav,7,1,2,1,3
/content/audio_speech_actors_01-24/Actor_03/03-01-06-02-02-01-03.wav,03-01-06-02-02-01-03.wav,6,2,2,1,3
/content/audio_speech_actors_01-24/Actor_03/03-01-02-02-01-01-03.wav,03-01-02-02-01-01-03.wav,2,2,1,1,3
/content/audio_speech_actors_01-24/Actor_03/03-01-04-02-01-02-03.wav,03-01-04-02-01-02-03.wav,4,2,1,2,3
/content/audio_speech_actors_01-24/Actor_03/03-01-04-01-01-01-03.wav,03-01-04-01-01-01-03.wav,4,1,1,1,3
/content/audio_speech_actors_01-24/Actor_03/03-01-02-02-01-02-03.wav,03-01-02-02-01-02-03.wav,2,2,1,2,3
/content/audio_speech_actors_01-24/Actor_03/03-01-04-02-01-01-03.wav,03-01-04-02-01-01-03.wav,4,2,1,1,3
/content/audio_speech_actors_01-24/Actor_03/03-01-06-02-01-02-03.wav,03-01-06-02-01-02-03.wav,6,2,1,2,3
/content/audio_speech_actors_01-24/Actor_03/03-01-07-02-01-01-03.wav,03-01-07-02-01-01-03.wav,7,2,1,1,3
/content/audio_speech_actors_01-24/Actor_03/03-01-04-02-02-02-03.wav,03-01-04-02-02-02-03.wav,4,2,2,2,3
/content/audio_speech_actors_01-24/Actor_03/03-01-03-02-01-01-03.wav,03-01-03-02-01-01-03.wav,3,2,1,1,3
/content/audio_speech_actors_01-24/Actor_03/03-01-05-01-02-02-03.wav,03-01-05-01-02-02-03.wav,5,1,2,2,3
/content/audio_speech_actors_01-24/Actor_03/03-01-02-02-02-01-03.wav,03-01-02-02-02-01-03.wav,2,2,2,1,3
/content/audio_speech_actors_01-24/Actor_03/03-01-01-01-02-01-03.wav,03-01-01-01-02-01-03.wav,1,1,2,1,3
/content/audio_speech_actors_01-24/Actor_03/03-01-04-01-02-02-03.wav,03-01-04-01-02-02-03.wav,4,1,2,2,3
/content/audio_speech_actors_01-24/Actor_03/03-01-08-02-01-01-03.wav,03-01-08-02-01-01-03.wav,8,2,1,1,3
/content/audio_speech_actors_01-24/Actor_03/03-01-01-01-01-02-03.wav,03-01-01-01-01-02-03.wav,1,1,1,2,3
/content/audio_speech_actors_01-24/Actor_03/03-01-07-01-01-01-03.wav,03-01-07-01-01-01-03.wav,7,1,1,1,3
/content/audio_speech_actors_01-24/Actor_03/03-01-02-01-02-02-03.wav,03-01-02-01-02-02-03.wav,2,1,2,2,3
/content/audio_speech_actors_01-24/Actor_03/03-01-07-02-02-01-03.wav,03-01-07-02-02-01-03.wav,7,2,2,1,3
/content/audio_speech_actors_01-24/Actor_03/03-01-05-01-01-02-03.wav,03-01-05-01-01-02-03.wav,5,1,1,2,3
/content/audio_speech_actors_01-24/Actor_03/03-01-03-01-01-01-03.wav,03-01-03-01-01-01-03.wav,3,1,1,1,3
/content/audio_speech_actors_01-24/Actor_03/03-01-05-01-02-01-03.wav,03-01-05-01-02-01-03.wav,5,1,2,1,3
/content/audio_speech_actors_01-24/Actor_03/03-01-03-02-01-02-03.wav,03-01-03-02-01-02-03.wav,3,2,1,2,3
/content/audio_speech_actors_01-24/Actor_03/03-01-08-01-01-01-03.wav,03-01-08-01-01-01-03.wav,8,1,1,1,3
/content/audio_speech_actors_01-24/Actor_03/03-01-08-02-02-01-03.wav,03-01-08-02-02-01-03.wav,8,2,2,1,3
/content/audio_speech_actors_01-24/Actor_03/03-01-04-02-02-01-03.wav,03-01-04-02-02-01-03.wav,4,2,2,1,3
/content/audio_speech_actors_01-24/Actor_03/03-01-06-01-01-02-03.wav,03-01-06-01-01-02-03.wav,6,1,1,2,3
/content/audio_speech_actors_01-24/Actor_03/03-01-05-02-02-01-03.wav,03-01-05-02-02-01-03.wav,5,2,2,1,3
/content/audio_speech_actors_01-24/Actor_03/03-01-03-02-02-02-03.wav,03-01-03-02-02-02-03.wav,3,2,2,2,3
/content/audio_speech_actors_01-24/Actor_03/03-01-05-02-01-01-03.wav,03-01-05-02-01-01-03.wav,5,2,1,1,3
/content/audio_speech_actors_01-24/Actor_13/03-01-03-02-01-01-13.wav,03-01-03-02-01-01-13.wav,3,2,1,1,13
/content/audio_speech_actors_01-24/Actor_13/03-01-06-02-02-01-13.wav,03-01-06-02-02-01-13.wav,6,2,2,1,13
/content/audio_speech_actors_01-24/Actor_13/03-01-08-01-01-02-13.wav,03-01-08-01-01-02-13.wav,8,1,1,2,13
/content/audio_speech_actors_01-24/Actor_13/03-01-08-01-02-01-13.wav,03-01-08-01-02-01-13.wav,8,1,2,1,13
/content/audio_speech_actors_01-24/Actor_13/03-01-07-02-01-02-13.wav,03-01-07-02-01-02-13.wav,7,2,1,2,13
/content/audio_speech_actors_01-24/Actor_13/03-01-08-01-01-01-13.wav,03-01-08-01-01-01-13.wav,8,1,1,1,13
/content/audio_speech_actors_01-24/Actor_13/03-01-03-01-02-01-13.wav,03-01-03-01-02-01-13.wav,3,1,2,1,13
/content/audio_speech_actors_01-24/Actor_13/03-01-03-02-02-02-13.wav,03-01-03-02-02-02-13.wav,3,2,2,2,13
/content/audio_speech_actors_01-24/Actor_13/03-01-03-01-01-02-13.wav,03-01-03-01-01-02-13.wav,3,1,1,2,13
/content/audio_speech_actors_01-24/Actor_13/03-01-02-02-02-02-13.wav,03-01-02-02-02-02-13.wav,2,2,2,2,13
/content/audio_speech_actors_01-24/Actor_13/03-01-03-01-01-01-13.wav,03-01-03-01-01-01-13.wav,3,1,1,1,13
/content/audio_speech_actors_01-24/Actor_13/03-01-05-01-01-01-13.wav,03-01-05-01-01-01-13.wav,5,1,1,1,13
/content/audio_speech_actors_01-24/Actor_13/03-01-08-02-01-02-13.wav,03-01-08-02-01-02-13.wav,8,2,1,2,13
/content/audio_speech_actors_01-24/Actor_13/03-01-05-02-02-01-13.wav,03-01-05-02-02-01-13.wav,5,2,2,1,13
/content/audio_speech_actors_01-24/Actor_13/03-01-08-02-02-02-13.wav,03-01-08-02-02-02-13.wav,8,2,2,2,13
/content/audio_speech_actors_01-24/Actor_13/03-01-06-02-02-02-13.wav,03-01-06-02-02-02-13.wav,6,2,2,2,13
/content/audio_speech_actors_01-24/Actor_13/03-01-01-01-01-01-13.wav,03-01-01-01-01-01-13.wav,1,1,1,1,13
/content/audio_speech_actors_01-24/Actor_13/03-01-03-02-02-01-13.wav,03-01-03-02-02-01-13.wav,3,2,2,1,13
/content/audio_speech_actors_01-24/Actor_13/03-01-06-02-01-02-13.wav,03-01-06-02-01-02-13.wav,6,2,1,2,13
/content/audio_speech_actors_01-24/Actor_13/03-01-07-02-01-01-13.wav,03-01-07-02-01-01-13.wav,7,2,1,1,13
/content/audio_speech_actors_01-24/Actor_13/03-01-07-02-02-01-13.wav,03-01-07-02-02-01-13.wav,7,2,2,1,13
/content/audio_speech_actors_01-24/Actor_13/03-01-07-02-02-02-13.wav,03-01-07-02-02-02-13.wav,7,2,2,2,13
/content/audio_speech_actors_01-24/Actor_13/03-01-02-02-01-01-13.wav,03-01-02-02-01-01-13.wav,2,2,1,1,13
/content/audio_speech_actors_01-24/Actor_13/03-01-01-01-02-01-13.wav,03-01-01-01-02-01-13.wav,1,1,2,1,13
/content/audio_speech_actors_01-24/Actor_13/03-01-08-02-02-01-13.wav,03-01-08-02-02-01-13.wav,8,2,2,1,13
/content/audio_speech_actors_01-24/Actor_13/03-01-07-01-02-01-13.wav,03-01-07-01-02-01-13.wav,7,1,2,1,13
/content/audio_speech_actors_01-24/Actor_13/03-01-02-01-02-01-13.wav,03-01-02-01-02-01-13.wav,2,1,2,1,13
/content/audio_speech_actors_01-24/Actor_13/03-01-01-01-02-02-13.wav,03-01-01-01-02-02-13.wav,1,1,2,2,13
/content/audio_speech_actors_01-24/Actor_13/03-01-04-01-02-01-13.wav,03-01-04-01-02-01-13.wav,4,1,2,1,13
/content/audio_speech_actors_01-24/Actor_13/03-01-03-01-02-02-13.wav,03-01-03-01-02-02-13.wav,3,1,2,2,13
/content/audio_speech_actors_01-24/Actor_13/03-01-05-01-01-02-13.wav,03-01-05-01-01-02-13.wav,5,1,1,2,13
